#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AADACL2	SUCNR1	9606.ENSP00000348911	9606.ENSP00000355156	0	0	0	0	0.054	0	0	0.714	0.718
PHTF2	FIGN	9606.ENSP00000403042	9606.ENSP00000333836	0	0	0	0	0	0.069	0	0.508	0.522
PHTF2	SHPRH	9606.ENSP00000403042	9606.ENSP00000356475	0	0	0	0	0.062	0	0	0.607	0.616
PHTF2	ZBTB26	9606.ENSP00000403042	9606.ENSP00000362760	0	0	0	0	0.062	0	0	0.402	0.415
PI15	ARHGAP29	9606.ENSP00000260113	9606.ENSP00000260526	0	0	0	0	0.062	0	0	0.424	0.437
PI15	KLHL8	9606.ENSP00000260113	9606.ENSP00000273963	0	0	0	0	0	0	0	0.563	0.563
PIGK	PGAP1	9606.ENSP00000359848	9606.ENSP00000346809	0	0	0	0	0.062	0.113	0.900	0.763	0.977
PIGK	GABRA2	9606.ENSP00000359848	9606.ENSP00000421828	0	0	0	0	0	0	0	0.547	0.547
PIGK	ZDHHC17	9606.ENSP00000359848	9606.ENSP00000403397	0	0	0	0	0.112	0	0	0.694	0.716
PIK3C2A	CPD	9606.ENSP00000265970	9606.ENSP00000225719	0	0	0	0	0.086	0	0.900	0.115	0.912
PIK3C2A	AP3B1	9606.ENSP00000265970	9606.ENSP00000255194	0	0	0	0	0.062	0.060	0.900	0	0.904
PIK3C2A	ITGAV	9606.ENSP00000265970	9606.ENSP00000261023	0	0	0	0	0.095	0	0.900	0.054	0.907
PIK3C2A	PIK3C3	9606.ENSP00000265970	9606.ENSP00000262039	0	0	0	0.617	0.059	0	0.600	0.720	0.714
PIK3C2A	ANKRD32	9606.ENSP00000265970	9606.ENSP00000265140	0	0	0	0	0.066	0.341	0	0.138	0.423
PIK3C2A	MYO6	9606.ENSP00000265970	9606.ENSP00000358994	0	0	0	0	0.085	0.314	0	0.170	0.434
PIK3C2A	RICTOR	9606.ENSP00000265970	9606.ENSP00000296782	0	0	0	0	0.064	0.332	0	0.240	0.483
PIK3C2A	ATM	9606.ENSP00000265970	9606.ENSP00000278616	0	0	0	0	0.122	0.318	0	0.230	0.499
PIK3C2A	PTER	9606.ENSP00000265970	9606.ENSP00000367239	0	0	0	0	0	0	0	0.507	0.507
PIK3C2A	SOCS5	9606.ENSP00000265970	9606.ENSP00000305133	0	0	0	0	0	0.065	0.540	0	0.551
PIK3C2A	TPD52	9606.ENSP00000265970	9606.ENSP00000429309	0	0	0	0	0	0	0.600	0	0.600
PIK3C2A	TBC1D8B	9606.ENSP00000265970	9606.ENSP00000349781	0	0	0	0	0.085	0	0.600	0.137	0.656
PIK3C2A	BRWD3	9606.ENSP00000265970	9606.ENSP00000362372	0	0	0	0	0.644	0.176	0	0.147	0.728
PIK3C2A	PIK3R1	9606.ENSP00000265970	9606.ENSP00000428056	0	0	0	0	0.063	0.244	0.800	0.421	0.907
PIK3C2A	SNX2	9606.ENSP00000265970	9606.ENSP00000368831	0	0	0	0	0.062	0.106	0.900	0.127	0.917
PIK3C2A	INPP4B	9606.ENSP00000265970	9606.ENSP00000425487	0	0	0	0	0.062	0	0.900	0.474	0.946
PIK3C3	EIF2AK2	9606.ENSP00000262039	9606.ENSP00000233057	0	0	0	0	0.122	0	0	0.398	0.448
PIK3C3	SLC36A4	9606.ENSP00000262039	9606.ENSP00000317382	0	0	0	0	0.049	0.058	0	0.386	0.402
PIK3C3	SNX13	9606.ENSP00000262039	9606.ENSP00000398789	0	0	0	0	0.087	0	0	0.389	0.419
PIK3C3	ANKRD32	9606.ENSP00000262039	9606.ENSP00000265140	0	0	0	0	0.065	0.341	0	0.138	0.422
PIK3C3	SLC25A46	9606.ENSP00000262039	9606.ENSP00000348211	0	0	0	0	0.098	0	0	0.402	0.437
PIK3C3	ATM	9606.ENSP00000262039	9606.ENSP00000278616	0	0	0	0.549	0.088	0.318	0	0.322	0.437
PIK3C3	LRRK2	9606.ENSP00000262039	9606.ENSP00000298910	0	0	0	0	0.086	0.151	0	0.358	0.458
PIK3C3	CALM2	9606.ENSP00000262039	9606.ENSP00000272298	0	0	0	0	0	0.152	0	0.422	0.488
PIK3C3	VPS36	9606.ENSP00000262039	9606.ENSP00000367299	0	0	0	0	0.149	0	0	0.428	0.492
PIK3C3	CUL3	9606.ENSP00000262039	9606.ENSP00000264414	0	0	0	0	0.065	0.101	0	0.487	0.531
PIK3C3	SOCS5	9606.ENSP00000262039	9606.ENSP00000305133	0	0	0	0	0	0.065	0.540	0	0.551
PIK3C3	SNX2	9606.ENSP00000262039	9606.ENSP00000368831	0	0	0	0	0.094	0.137	0	0.494	0.570
PIK3C3	BNIP3L	9606.ENSP00000262039	9606.ENSP00000370003	0	0	0	0	0.062	0	0	0.598	0.607
PIK3C3	FRS2	9606.ENSP00000262039	9606.ENSP00000447241	0	0	0	0	0	0	0.600	0.070	0.612
PIK3C3	LAMP2	9606.ENSP00000262039	9606.ENSP00000408411	0	0	0	0	0	0.056	0	0.630	0.635
PIK3C3	MAPK8	9606.ENSP00000262039	9606.ENSP00000378974	0	0	0	0	0.081	0.145	0	0.580	0.641
PIK3C3	HSPA4	9606.ENSP00000262039	9606.ENSP00000302961	0	0	0	0	0	0.113	0	0.638	0.666
PIK3C3	RICTOR	9606.ENSP00000262039	9606.ENSP00000296782	0	0	0	0	0.094	0.332	0	0.498	0.670
PIK3C3	PIK3C2A	9606.ENSP00000262039	9606.ENSP00000265970	0	0	0	0.617	0.059	0	0.600	0.720	0.714
PIK3C3	PIK3R1	9606.ENSP00000262039	9606.ENSP00000428056	0	0	0	0	0	0.244	0.800	0.458	0.911
PIK3C3	INPP4B	9606.ENSP00000262039	9606.ENSP00000425487	0	0	0	0	0	0	0.900	0.366	0.933
PIK3C3	PRKAA2	9606.ENSP00000262039	9606.ENSP00000360290	0	0	0	0	0.066	0.131	0.900	0.372	0.942
PIK3R1	HGF	9606.ENSP00000428056	9606.ENSP00000222390	0	0	0	0	0	0	0.900	0.231	0.919
PIK3R1	KITLG	9606.ENSP00000428056	9606.ENSP00000228280	0	0	0	0	0	0	0.900	0.403	0.937
PIK3R1	ELK3	9606.ENSP00000428056	9606.ENSP00000228741	0	0	0	0	0	0.409	0	0.067	0.425
PIK3R1	RAP1B	9606.ENSP00000428056	9606.ENSP00000250559	0	0	0	0	0	0.058	0.900	0.096	0.907
PIK3R1	RRAS2	9606.ENSP00000428056	9606.ENSP00000256196	0	0	0	0	0	0.321	0.600	0.261	0.781
PIK3R1	MDM2	9606.ENSP00000428056	9606.ENSP00000258149	0	0	0	0	0.062	0	0	0.457	0.468
PIK3R1	ITGAV	9606.ENSP00000428056	9606.ENSP00000261023	0	0	0	0	0	0	0.900	0.155	0.911
PIK3R1	PIK3C3	9606.ENSP00000428056	9606.ENSP00000262039	0	0	0	0	0	0.244	0.800	0.458	0.911
PIK3R1	LIFR	9606.ENSP00000428056	9606.ENSP00000263409	0	0	0	0	0	0	0.600	0.073	0.613
PIK3R1	CUL3	9606.ENSP00000428056	9606.ENSP00000264414	0	0	0	0	0	0.313	0	0.234	0.451
PIK3R1	PIK3C2A	9606.ENSP00000428056	9606.ENSP00000265970	0	0	0	0	0.063	0.244	0.800	0.421	0.907
PIK3R1	RASA1	9606.ENSP00000428056	9606.ENSP00000274376	0	0	0	0	0.062	0.213	0	0.336	0.467
PIK3R1	ATM	9606.ENSP00000428056	9606.ENSP00000278616	0	0	0	0	0	0	0	0.422	0.422
PIK3R1	EPS8	9606.ENSP00000428056	9606.ENSP00000281172	0	0	0	0	0	0.182	0.900	0.118	0.921
PIK3R1	FBXW7	9606.ENSP00000428056	9606.ENSP00000281708	0	0	0	0	0	0	0	0.468	0.468
PIK3R1	SPRTN	9606.ENSP00000428056	9606.ENSP00000295050	0	0	0	0	0	0	0	0.428	0.428
PIK3R1	GRIA2	9606.ENSP00000428056	9606.ENSP00000296526	0	0	0	0	0.063	0.176	0	0.351	0.455
PIK3R1	RICTOR	9606.ENSP00000428056	9606.ENSP00000296782	0	0	0	0	0.062	0	0	0.456	0.467
PIK3R1	TLR3	9606.ENSP00000428056	9606.ENSP00000296795	0	0	0	0	0	0.486	0	0.113	0.524
PIK3R1	SOCS5	9606.ENSP00000428056	9606.ENSP00000305133	0	0	0	0	0.062	0	0.540	0.134	0.594
PIK3R1	PGR	9606.ENSP00000428056	9606.ENSP00000325120	0	0	0	0	0	0.070	0.800	0.308	0.860
PIK3R1	ARID2	9606.ENSP00000428056	9606.ENSP00000335044	0	0	0	0	0	0.270	0	0.438	0.572
PIK3R1	ERBB4	9606.ENSP00000428056	9606.ENSP00000342235	0	0	0	0	0	0.270	0.900	0.368	0.949
PIK3R1	GNAI1	9606.ENSP00000428056	9606.ENSP00000343027	0	0	0	0	0	0	0.900	0.102	0.906
PIK3R1	DLG1	9606.ENSP00000428056	9606.ENSP00000345731	0	0	0	0	0	0.270	0.900	0.090	0.927
PIK3R1	OCLN	9606.ENSP00000428056	9606.ENSP00000347379	0	0	0	0	0	0	0	0.406	0.407
PIK3R1	FAS	9606.ENSP00000428056	9606.ENSP00000347979	0	0	0	0	0	0.270	0.900	0.125	0.930
PIK3R1	NRAS	9606.ENSP00000428056	9606.ENSP00000358548	0	0	0	0	0	0.415	0.900	0.394	0.961
PIK3R1	RAP1A	9606.ENSP00000428056	9606.ENSP00000358723	0	0	0	0	0	0.058	0.900	0.163	0.914
PIK3R1	AGTR2	9606.ENSP00000428056	9606.ENSP00000360973	0	0	0	0	0	0.056	0.900	0.118	0.909
PIK3R1	TGFBR1	9606.ENSP00000428056	9606.ENSP00000364133	0	0	0	0	0	0.518	0	0.838	0.919
PIK3R1	ABI1	9606.ENSP00000428056	9606.ENSP00000365312	0	0	0	0	0	0.239	0.900	0.123	0.927
PIK3R1	IL6ST	9606.ENSP00000428056	9606.ENSP00000370698	0	0	0	0	0.063	0.270	0.600	0.218	0.757
PIK3R1	MAPK8	9606.ENSP00000428056	9606.ENSP00000378974	0	0	0	0	0	0.678	0	0.377	0.791
PIK3R1	CREB1	9606.ENSP00000428056	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.389	0.936
PIK3R1	SOS1	9606.ENSP00000428056	9606.ENSP00000387784	0	0	0	0	0.062	0.661	0.900	0.535	0.983
PIK3R1	NCK1	9606.ENSP00000428056	9606.ENSP00000417273	0	0	0	0	0	0.270	0	0.527	0.640
PIK3R1	INPP4B	9606.ENSP00000428056	9606.ENSP00000425487	0	0	0	0	0	0	0.900	0.559	0.954
PIK3R1	ERBB2IP	9606.ENSP00000428056	9606.ENSP00000426632	0	0	0	0	0.062	0	0.650	0.123	0.686
PIK3R1	ZMYM2	9606.ENSP00000428056	9606.ENSP00000479904	0	0	0	0	0	0	0.600	0	0.600
PIK3R1	FRS2	9606.ENSP00000428056	9606.ENSP00000447241	0	0	0	0	0.051	0.056	0.900	0.214	0.920
PIK3R1	GHR	9606.ENSP00000428056	9606.ENSP00000483403	0	0	0	0	0	0.270	0.900	0.357	0.948
PLAG1	MSTN	9606.ENSP00000325546	9606.ENSP00000260950	0	0	0	0	0	0.057	0	0.419	0.428
PLAG1	TMEM68	9606.ENSP00000325546	9606.ENSP00000395204	0	0	0	0	0.062	0	0	0.635	0.643
PLCXD3	PGM2L1	9606.ENSP00000367032	9606.ENSP00000298198	0	0	0	0	0.079	0	0	0.468	0.489
PLCXD3	SLC4A4	9606.ENSP00000367032	9606.ENSP00000393557	0	0	0	0	0.077	0	0	0.457	0.477
PLEKHA1	INPP4B	9606.ENSP00000357986	9606.ENSP00000425487	0	0	0	0	0	0	0	0.417	0.416
PLS1	EPS8	9606.ENSP00000336831	9606.ENSP00000281172	0	0	0	0	0.062	0	0	0.394	0.407
PLS1	RDX	9606.ENSP00000336831	9606.ENSP00000384136	0	0	0	0	0.062	0.287	0	0.234	0.443
PLS1	PLS3	9606.ENSP00000336831	9606.ENSP00000348163	0	0	0	0.979	0.065	0.478	0	0.814	0.499
PLS3	CAPZA1	9606.ENSP00000348163	9606.ENSP00000263168	0	0	0	0	0.065	0.369	0	0.214	0.496
PLS3	ACTR3	9606.ENSP00000348163	9606.ENSP00000263238	0	0	0	0	0.108	0.160	0	0.467	0.566
PLS3	EPS8	9606.ENSP00000348163	9606.ENSP00000281172	0	0	0	0	0.096	0	0	0.453	0.485
PLS3	PLS1	9606.ENSP00000348163	9606.ENSP00000336831	0	0	0	0.979	0.065	0.478	0	0.814	0.499
PLS3	SYNCRIP	9606.ENSP00000348163	9606.ENSP00000358635	0	0	0	0	0	0.131	0	0.379	0.437
PLS3	RDX	9606.ENSP00000348163	9606.ENSP00000384136	0	0	0	0	0.117	0.478	0	0.211	0.605
PLXNC1	HGF	9606.ENSP00000258526	9606.ENSP00000222390	0	0	0	0	0.083	0	0	0.422	0.447
PLXNC1	RAP1B	9606.ENSP00000258526	9606.ENSP00000250559	0	0	0	0	0.066	0.545	0	0.123	0.595
PLXNC1	RAP1A	9606.ENSP00000258526	9606.ENSP00000358723	0	0	0	0	0.066	0.545	0	0.073	0.571
PLXNC1	SEMA3D	9606.ENSP00000258526	9606.ENSP00000284136	0	0	0	0	0	0.213	0	0.861	0.886
PLXNC1	SEMA3A	9606.ENSP00000258526	9606.ENSP00000265362	0	0	0	0	0	0.213	0	0.970	0.976
PMPCB	OTC	9606.ENSP00000249269	9606.ENSP00000039007	0	0	0	0	0	0	0.900	0.108	0.906
PMPCB	BBS10	9606.ENSP00000249269	9606.ENSP00000376946	0	0	0	0	0.253	0.177	0	0.189	0.457
PMPCB	NDUFA5	9606.ENSP00000249269	9606.ENSP00000417142	0	0	0	0	0.218	0.376	0	0.187	0.569
POLK	RAD51AP1	9606.ENSP00000241436	9606.ENSP00000228843	0	0	0	0	0.049	0	0.900	0.079	0.904
POLK	UBE2V2	9606.ENSP00000241436	9606.ENSP00000428209	0	0	0	0	0	0.317	0	0.200	0.430
POLK	HLTF	9606.ENSP00000241436	9606.ENSP00000308944	0.048	0	0	0	0.065	0.176	0	0.394	0.496
POLK	SHPRH	9606.ENSP00000241436	9606.ENSP00000356475	0.048	0	0	0	0.100	0.176	0	0.512	0.609
POLK	GTF2H2	9606.ENSP00000241436	9606.ENSP00000328901	0	0	0	0	0.062	0	0.600	0.099	0.632
POLK	RMI1	9606.ENSP00000241436	9606.ENSP00000317039	0	0	0	0	0.066	0	0.900	0.103	0.908
POLK	DNA2	9606.ENSP00000241436	9606.ENSP00000351185	0	0	0	0	0.071	0	0.900	0.101	0.909
POLK	NBN	9606.ENSP00000241436	9606.ENSP00000265433	0	0	0	0	0.063	0	0.900	0.107	0.909
POLK	BRIP1	9606.ENSP00000241436	9606.ENSP00000259008	0.052	0	0	0	0.084	0.070	0.900	0.150	0.918
POLK	ATM	9606.ENSP00000241436	9606.ENSP00000278616	0	0	0	0	0.067	0	0.900	0.251	0.924
POLK	WRN	9606.ENSP00000241436	9606.ENSP00000298139	0.052	0	0	0	0.066	0.270	0.900	0.280	0.944
POT1	STAG2	9606.ENSP00000350249	9606.ENSP00000218089	0	0	0	0	0.074	0	0.600	0	0.613
POT1	NBN	9606.ENSP00000350249	9606.ENSP00000265433	0	0	0	0	0.055	0	0.650	0.139	0.690
POT1	ATM	9606.ENSP00000350249	9606.ENSP00000278616	0	0	0	0	0.065	0	0	0.590	0.601
POT1	WRN	9606.ENSP00000350249	9606.ENSP00000298139	0	0	0	0	0.082	0.455	0.900	0.616	0.978
POT1	DNA2	9606.ENSP00000350249	9606.ENSP00000351185	0	0	0	0	0.062	0	0.600	0.231	0.686
POT1	ANKRD28	9606.ENSP00000350249	9606.ENSP00000382379	0	0	0	0	0	0	0.900	0	0.900
PPARGC1A	GABPB1	9606.ENSP00000264867	9606.ENSP00000220429	0	0	0	0	0	0	0.600	0.614	0.838
PPARGC1A	NAMPT	9606.ENSP00000264867	9606.ENSP00000222553	0	0	0	0	0	0	0	0.622	0.622
PPARGC1A	MSTN	9606.ENSP00000264867	9606.ENSP00000260950	0	0	0	0	0	0	0	0.650	0.650
PPARGC1A	RORA	9606.ENSP00000264867	9606.ENSP00000261523	0	0	0	0	0.062	0	0.800	0.443	0.886
PPARGC1A	RICTOR	9606.ENSP00000264867	9606.ENSP00000296782	0	0	0	0	0	0	0	0.400	0.400
PPARGC1A	OPA1	9606.ENSP00000264867	9606.ENSP00000354681	0	0	0	0	0	0	0	0.433	0.433
PPARGC1A	FBXW7	9606.ENSP00000264867	9606.ENSP00000281708	0	0	0	0	0	0.345	0	0.204	0.456
PPARGC1A	SLC2A2	9606.ENSP00000264867	9606.ENSP00000323568	0	0	0	0	0	0	0	0.458	0.458
PPARGC1A	LEPR	9606.ENSP00000264867	9606.ENSP00000330393	0	0	0	0	0	0	0	0.459	0.459
PPARGC1A	MFF	9606.ENSP00000264867	9606.ENSP00000302037	0	0	0	0	0	0	0	0.495	0.495
PPARGC1A	PACRGL	9606.ENSP00000264867	9606.ENSP00000423881	0	0	0	0	0	0	0	0.501	0.501
PPARGC1A	BNIP3L	9606.ENSP00000264867	9606.ENSP00000370003	0	0	0	0	0	0	0	0.507	0.508
PPARGC1A	MED13	9606.ENSP00000264867	9606.ENSP00000380888	0	0	0	0	0.062	0	0.600	0.239	0.689
PPARGC1A	NCBP1	9606.ENSP00000264867	9606.ENSP00000364289	0	0	0	0	0	0	0	0.716	0.716
PPARGC1A	GABPA	9606.ENSP00000264867	9606.ENSP00000346886	0	0	0	0	0	0.075	0.600	0.477	0.789
PPARGC1A	CLOCK	9606.ENSP00000264867	9606.ENSP00000308741	0	0	0	0	0	0	0.650	0.513	0.822
PPARGC1A	CD36	9606.ENSP00000264867	9606.ENSP00000399421	0	0	0	0	0	0	0.900	0.505	0.948
PPARGC1A	PRKAA2	9606.ENSP00000264867	9606.ENSP00000360290	0	0	0	0	0.096	0.270	0.900	0.585	0.969
PPARGC1A	CREB1	9606.ENSP00000264867	9606.ENSP00000387699	0	0	0	0	0	0	0.900	0.850	0.984
PPARGC1A	MEF2C	9606.ENSP00000264867	9606.ENSP00000340874	0	0	0	0	0.062	0	0.900	0.905	0.990
PPARGC1A	TFAM	9606.ENSP00000264867	9606.ENSP00000420588	0	0	0	0	0	0	0.900	0.948	0.994
PPARGC1A	ESRRG	9606.ENSP00000264867	9606.ENSP00000355904	0	0	0	0	0.089	0.888	0	0.987	0.998
PPAT	GDA	9606.ENSP00000264220	9606.ENSP00000238018	0.054	0	0	0	0.065	0	0	0.404	0.427
PPAT	BCAT1	9606.ENSP00000264220	9606.ENSP00000443459	0	0	0	0	0.088	0	0	0.376	0.407
PPAT	ALG6	9606.ENSP00000264220	9606.ENSP00000360149	0	0	0	0	0.065	0	0	0.410	0.424
PPAT	GFPT1	9606.ENSP00000264220	9606.ENSP00000349860	0.219	0	0	0.556	0.062	0	0.900	0.591	0.940
PPIP5K2	NUDT12	9606.ENSP00000482907	9606.ENSP00000230792	0	0	0	0	0.141	0	0	0.561	0.607
PPIP5K2	ZDHHC21	9606.ENSP00000482907	9606.ENSP00000370303	0	0	0	0	0.062	0	0	0.426	0.438
PPIP5K2	ARHGAP5	9606.ENSP00000482907	9606.ENSP00000371897	0	0	0	0	0	0	0	0.447	0.447
PPM1A	CCNT1	9606.ENSP00000327255	9606.ENSP00000261900	0	0	0	0	0.066	0.056	0	0.403	0.428
PPM1A	TGFBR1	9606.ENSP00000327255	9606.ENSP00000364133	0	0	0	0	0.073	0.163	0	0.383	0.479
PPM1A	MAP2K6	9606.ENSP00000327255	9606.ENSP00000468348	0	0	0	0	0.063	0.139	0.800	0.163	0.846
PPM1A	PRKAA2	9606.ENSP00000327255	9606.ENSP00000360290	0	0	0	0	0.065	0.166	0.900	0.205	0.929
PPM1A	SMAD5	9606.ENSP00000327255	9606.ENSP00000441954	0	0	0	0	0.062	0.066	0.900	0.294	0.929
PPP1R12A	RAP1B	9606.ENSP00000389168	9606.ENSP00000250559	0	0	0	0	0.321	0.076	0	0.124	0.402
PPP1R12A	OSBPL8	9606.ENSP00000389168	9606.ENSP00000261183	0	0	0	0	0.584	0.056	0	0.043	0.591
PPP1R12A	PPP2R5A	9606.ENSP00000389168	9606.ENSP00000261461	0	0	0	0	0.096	0.102	0.900	0.355	0.940
PPP1R12A	ACTR3	9606.ENSP00000389168	9606.ENSP00000263238	0	0	0	0	0.353	0.185	0	0.159	0.518
PPP1R12A	LRRK2	9606.ENSP00000389168	9606.ENSP00000298910	0	0	0	0	0.062	0.410	0	0.058	0.433
PPP1R12A	PPP2R5E	9606.ENSP00000389168	9606.ENSP00000337641	0	0	0	0	0.097	0.102	0.540	0.108	0.622
PPP1R12A	SHOC2	9606.ENSP00000389168	9606.ENSP00000358464	0	0	0	0	0.312	0.068	0.900	0.064	0.931
PPP1R12A	PTP4A1	9606.ENSP00000389168	9606.ENSP00000359685	0	0	0	0	0	0	0	0.570	0.570
PPP1R12A	PRKG1	9606.ENSP00000389168	9606.ENSP00000363092	0	0	0	0	0.063	0.345	0.800	0.932	0.990
PPP1R12A	SEPT7	9606.ENSP00000389168	9606.ENSP00000381992	0	0	0	0	0.659	0.070	0	0.161	0.711
PPP1R12A	RDX	9606.ENSP00000389168	9606.ENSP00000384136	0	0	0	0	0.065	0.180	0	0.658	0.715
PPP1R12A	LATS1	9606.ENSP00000389168	9606.ENSP00000437550	0	0	0	0	0.117	0.270	0	0.296	0.506
PPP1R12A	KIAA1033	9606.ENSP00000389168	9606.ENSP00000484713	0	0	0	0	0.633	0.056	0	0	0.639
PPP1R12A	NCK1	9606.ENSP00000389168	9606.ENSP00000417273	0	0	0	0	0.097	0	0.720	0.103	0.753
PPP1R1C	TGFBR1	9606.ENSP00000280295	9606.ENSP00000364133	0	0	0	0	0	0	0	0.450	0.450
PPP1R1C	PDE1A	9606.ENSP00000280295	9606.ENSP00000410309	0	0	0	0	0.049	0	0	0.504	0.508
PPP2R5A	SKP1	9606.ENSP00000261461	9606.ENSP00000231487	0	0	0	0	0	0	0.600	0.060	0.607
PPP2R5A	CISD2	9606.ENSP00000261461	9606.ENSP00000273986	0	0	0	0	0	0	0	0.428	0.428
PPP2R5A	PPP2R5E	9606.ENSP00000261461	9606.ENSP00000337641	0	0	0	0.980	0.062	0	0.540	0.824	0.557
PPP2R5A	MFAP3	9606.ENSP00000261461	9606.ENSP00000322956	0	0	0	0	0	0	0	0.570	0.570
PPP2R5A	CACNB4	9606.ENSP00000261461	9606.ENSP00000438949	0	0	0	0	0	0.104	0.600	0	0.626
PPP2R5A	KIAA1524	9606.ENSP00000261461	9606.ENSP00000295746	0	0	0	0	0.051	0	0	0.681	0.685
PPP2R5A	CDC27	9606.ENSP00000261461	9606.ENSP00000434614	0	0	0	0	0.065	0.689	0	0	0.697
PPP2R5A	NCK1	9606.ENSP00000261461	9606.ENSP00000417273	0	0	0	0	0.072	0	0.720	0	0.729
PPP2R5A	LPGAT1	9606.ENSP00000261461	9606.ENSP00000355964	0	0	0	0	0.058	0	0	0.812	0.815
PPP2R5A	SHOC2	9606.ENSP00000261461	9606.ENSP00000358464	0	0	0	0	0.092	0.058	0.900	0	0.906
PPP2R5A	NRAS	9606.ENSP00000261461	9606.ENSP00000358548	0	0	0	0	0.066	0.101	0.900	0.068	0.911
PPP2R5A	PPP1R12A	9606.ENSP00000261461	9606.ENSP00000389168	0	0	0	0	0.096	0.102	0.900	0.355	0.940
PPP2R5E	SKP1	9606.ENSP00000337641	9606.ENSP00000231487	0	0	0	0	0.066	0	0.600	0	0.610
PPP2R5E	PPP2R5A	9606.ENSP00000337641	9606.ENSP00000261461	0	0	0	0.980	0.062	0	0.540	0.824	0.557
PPP2R5E	CENPC	9606.ENSP00000337641	9606.ENSP00000273853	0	0	0	0	0.063	0	0	0.435	0.449
PPP2R5E	KIAA1524	9606.ENSP00000337641	9606.ENSP00000295746	0	0	0	0	0.079	0	0	0.459	0.480
PPP2R5E	CLOCK	9606.ENSP00000337641	9606.ENSP00000308741	0	0	0	0	0.063	0.447	0	0	0.459
PPP2R5E	CCNG1	9606.ENSP00000337641	9606.ENSP00000344635	0	0	0	0	0	0.372	0	0.136	0.435
PPP2R5E	LPP	9606.ENSP00000337641	9606.ENSP00000482472	0	0	0	0	0.062	0	0	0.433	0.445
PPP2R5E	NAP1L1	9606.ENSP00000337641	9606.ENSP00000477538	0	0	0	0	0.111	0	0	0.491	0.528
PPP2R5E	ABI1	9606.ENSP00000337641	9606.ENSP00000365312	0	0	0	0	0.099	0	0	0.514	0.543
PPP2R5E	MED13	9606.ENSP00000337641	9606.ENSP00000380888	0	0	0	0	0	0	0	0.551	0.551
PPP2R5E	NCK1	9606.ENSP00000337641	9606.ENSP00000417273	0	0	0	0	0.106	0	0.540	0	0.571
PPP2R5E	SHOC2	9606.ENSP00000337641	9606.ENSP00000358464	0	0	0	0	0.177	0.058	0.540	0	0.612
PPP2R5E	PPP1R12A	9606.ENSP00000337641	9606.ENSP00000389168	0	0	0	0	0.097	0.102	0.540	0.108	0.622
PPP2R5E	CACNB4	9606.ENSP00000337641	9606.ENSP00000438949	0	0	0	0	0	0.104	0.600	0.049	0.629
PPP2R5E	NRAS	9606.ENSP00000337641	9606.ENSP00000358548	0	0	0	0	0.066	0.101	0.900	0.047	0.909
PREPL	AGPAT5	9606.ENSP00000386543	9606.ENSP00000285518	0	0	0	0	0	0	0	0.563	0.563
PREPL	APEH	9606.ENSP00000386543	9606.ENSP00000296456	0	0	0	0	0	0.271	0	0.407	0.549
PREPL	MYNN	9606.ENSP00000386543	9606.ENSP00000326240	0	0	0	0	0	0	0	0.451	0.451
PREPL	DPP8	9606.ENSP00000386543	9606.ENSP00000339208	0	0	0	0	0.065	0	0	0.505	0.517
PREPL	GFPT1	9606.ENSP00000386543	9606.ENSP00000349860	0	0	0	0	0.049	0	0	0.443	0.448
PREPL	GABRA1	9606.ENSP00000386543	9606.ENSP00000393097	0	0	0	0	0.100	0	0	0.376	0.414
PREPL	ARHGAP28	9606.ENSP00000386543	9606.ENSP00000392660	0	0	0	0	0	0	0	0.564	0.564
PRKAA2	PIK3C3	9606.ENSP00000360290	9606.ENSP00000262039	0	0	0	0	0.066	0.131	0.900	0.372	0.942
PRKAA2	PPARGC1A	9606.ENSP00000360290	9606.ENSP00000264867	0	0	0	0	0.096	0.270	0.900	0.585	0.969
PRKAA2	RICTOR	9606.ENSP00000360290	9606.ENSP00000296782	0	0	0	0	0.063	0	0	0.417	0.430
PRKAA2	PPM1A	9606.ENSP00000360290	9606.ENSP00000327255	0	0	0	0	0.065	0.166	0.900	0.205	0.929
PRKAA2	LEPR	9606.ENSP00000360290	9606.ENSP00000330393	0	0	0	0	0	0	0.900	0.156	0.912
PRKAA2	PRKACB	9606.ENSP00000360290	9606.ENSP00000359719	0	0	0.323	0.744	0.103	0.143	0.800	0.324	0.857
PRKAA2	SESN1	9606.ENSP00000360290	9606.ENSP00000393762	0	0	0	0	0.055	0	0.600	0.217	0.678
PRKAA2	SESN3	9606.ENSP00000360290	9606.ENSP00000441927	0	0	0	0	0.055	0	0.600	0.295	0.710
PRKACB	AKAP11	9606.ENSP00000359719	9606.ENSP00000025301	0	0	0	0	0.076	0.741	0	0.091	0.763
PRKACB	RAP1B	9606.ENSP00000359719	9606.ENSP00000250559	0	0	0	0	0.062	0.179	0.800	0.159	0.853
PRKACB	RRAS2	9606.ENSP00000359719	9606.ENSP00000256196	0	0	0	0	0.073	0.256	0	0.305	0.479
PRKACB	CALM2	9606.ENSP00000359719	9606.ENSP00000272298	0	0	0	0	0.064	0	0.600	0.226	0.685
PRKACB	GRIA2	9606.ENSP00000359719	9606.ENSP00000296526	0	0	0	0	0.096	0.059	0.800	0.102	0.826
